Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Total Heating Rate [W](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Electricity Rate [W](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),InteriorLights:Electricity [J](Hourly) 
 07/30  22:00:00,15.74166667,0.458333333,0,19.52813632,0.008571956,0,0,0,0,0,0
 07/30  23:00:00,15.40833333,0,0,18.79097688,0.008523281,0,0,0,0,0,0
 07/30  24:00:00,14.73333333,0,0,17.98245833,0.008526623,0,0,0,0,0,0
 07/31  01:00:00,13.93333333,0,0,17.13411784,0.008601567,0,0,0,0,0,0
 07/31  02:00:00,13.30833333,0.641666667,0,16.35896403,0.008569776,0,0,0,0,0,0
 07/31  03:00:00,12.69166667,0.458333333,0,15.63589651,0.008423664,0,0,0,0,0,0
 07/31  04:00:00,12.05,0,0,14.92314926,0.008296124,0,0,0,0,0,0
 07/31  05:00:00,11.68333333,0,28.25,14.35679691,0.008194898,0,0,0,0,0,0
 07/31  06:00:00,11.89166667,0,360.75,14.9444387,0.008181007,0,0,0,0,0,0
 07/31  07:00:00,13.20833333,0,646,16.7374052,0.008407751,0,0,0,0,0,0
 07/31  08:00:00,15.4,0,821.6666667,23.66064744,0.009581114,155.6594965,227.5319182,603850.9064,200517.2862,819114.9055,3110400
 07/31  09:00:00,17.45,0,867.8333333,24.00159948,0.009576268,0,569.8586568,2011696,0,2051491.164,3110400
 07/31  10:00:00,18.84166667,0,872.4166667,24.00198359,0.009178345,0,845.5647414,2984673.592,0,3044033.069,3110400
 07/31  11:00:00,20.05833333,1.108333333,846.9166667,24.00219645,0.009233922,0,1064.005882,3756245.435,0,3830421.177,3110400
 07/31  12:00:00,21.475,1.9,721.9166667,24.00234127,0.009579418,0,1282.463696,4528929.521,0,4616869.307,3110400
 07/31  13:00:00,22.68333333,3.241666667,680.5,24.00240854,0.009904358,0,1521.07179,5373224.297,0,5475858.445,3110400
 07/31  14:00:00,23.68333333,4.841666667,551.5833333,24.00234014,0.010021511,0,1818.85843,6426435.016,0,6547890.348,3110400
 07/31  15:00:00,24.74166667,5.3,467.9166667,24.00213781,0.010034701,0,2106.326066,7443324.897,0,7582773.839,3110400
 07/31  16:00:00,25.84166667,4.016666667,276.8333333,24.00223725,0.009812052,0,1918.904373,6781593.476,0,6908055.743,2073600
 07/31  17:00:00,26.24166667,4.383333333,330.25,24.00221815,0.009837582,0,1973.603968,6975285.962,0,7104974.285,2073600
 07/31  18:00:00,25.79166667,3.666666667,222.5,28.92149098,0.01167158,0,0,0,0,0,0
 07/31  19:00:00,24.21666667,2.15,72.58333333,28.81797539,0.012649986,0,0,0,0,0,0
 07/31  20:00:00,22.48333333,2.891666667,5.833333333,27.31585146,0.012618619,0,0,0,0,0,0
 07/31  21:00:00,21.14166667,2.491666667,0,25.76945348,0.012581715,0,0,0,0,0,0
 07/31  22:00:00,20.01666667,0.708333333,0,24.36998778,0.012479513,0,0,0,0,0,0
 07/31  23:00:00,19.13333333,0,0,23.24361716,0.012174519,0,0,0,0,0,0
 07/31  24:00:00,18.39166667,1.108333333,0,22.25252868,0.011664511,0,0,0,0,0,0
 08/01  01:00:00,17.75,2.25,0,21.34412786,0.011096032,0,0,0,0,0,0
 08/01  02:00:00,17.20833333,2.033333333,0,20.503473,0.010494162,0,0,0,0,0,0
 08/01  03:00:00,16.59166667,2.166666667,0,19.68460277,0.009979281,0,0,0,0,0,0
 08/01  04:00:00,15.95,2.15,0,18.87983294,0.009649914,0,0,0,0,0,0
 08/01  05:00:00,15.40833333,1.9,18.91666667,18.16333186,0.009403654,0,0,0,0,0,0
 08/01  06:00:00,14.96666667,0.791666667,240.75,18.20566247,0.009184986,0,0,0,0,0,0
 08/01  07:00:00,16.725,0.991666667,432.8333333,19.61635041,0.009399077,0,0,0,0,0,0
 08/01  08:00:00,19.85,0.708333333,582.5833333,23.88833813,0.009822062,0,641.1570716,2264213.783,0,2308165.458,3110400
 08/01  09:00:00,22.79166667,1.458333333,672,24.00231761,0.009409553,0,1157.116421,4086891.842,0,4165619.116,3110400
 08/01  10:00:00,25.225,2.15,709.0833333,24.00242795,0.009339812,0,1582.17844,5589969.71,0,5695842.386,3110400
 08/01  11:00:00,27.15,3.883333333,728.5,24.00235216,0.009110859,0,1851.182838,6541693.821,0,6664258.218,3110400
 08/01  12:00:00,27.9,5.475,723.6666667,24.00228294,0.009125049,0,1974.373851,6977893.973,0,7107745.862,3110400
 08/01  13:00:00,28.19166667,4.433333333,656.75,24.00221847,0.00897774,0,2052.022713,7252303.832,0,7387281.767,3110400
 08/01  14:00:00,28.98333333,3.6,728.9166667,24.00205305,0.008523929,0,2198.230622,7768549.718,0,7913630.239,3110400
 08/01  15:00:00,29.69166667,4.591666667,698.8333333,24.00171355,0.008509998,0,2458.626106,8689715.391,0,8851053.983,3110400
 08/01  16:00:00,29.60833333,4.658333333,735,24.0018073,0.008546582,0,2345.057428,8288821.17,0,8442206.741,2073600
 08/01  17:00:00,28.99166667,4.841666667,640.5,24.00181092,0.008493331,0,2330.042652,8234564.925,0,8388153.547,2073600
 08/01  18:00:00,28.11666667,4.308333333,371.75,31.09475701,0.009390719,0,0,0,0,0,0
 08/01  19:00:00,26.35833333,2.958333333,94.25,31.02165943,0.01049448,0,0,0,0,0,0
 08/01  20:00:00,24.35,2.15,6.75,29.31935366,0.011403437,0,0,0,0,0,0
 08/01  21:00:00,22.84166667,1.9,0,27.62465743,0.011858902,0,0,0,0,0,0
 08/01  22:00:00,21.89166667,2.6,0,26.27199396,0.011727299,0,0,0,0,0,0
 08/01  23:00:00,20.84166667,2.75,0,25.03064819,0.011090085,0,0,0,0,0,0
 08/01  24:00:00,19.19166667,2.15,0,23.61535672,0.010716396,0,0,0,0,0,0
 08/02  01:00:00,18.4,0.791666667,0,22.44726809,0.010483626,0,0,0,0,0,0
 08/02  02:00:00,18.05,1.108333333,0,21.60053673,0.010298052,0,0,0,0,0,0
 08/02  03:00:00,17.50833333,1.783333333,0,20.74668903,0.010119116,0,0,0,0,0,0
 08/02  04:00:00,17.00833333,0.708333333,0,19.9650235,0.00999854,0,0,0,0,0,0
 08/02  05:00:00,16.56666667,1.108333333,5.833333333,19.25728355,0.009922908,0,0,0,0,0,0
 08/02  06:00:00,16.4,1.9,102.8333333,19.05505168,0.010021646,0,0,0,0,0,0
 08/02  07:00:00,17.39166667,2.25,306,19.99310899,0.010429264,0,0,0,0,0,0
 08/02  08:00:00,19.55833333,3.141666667,419.6666667,23.89023524,0.01102296,0,667.9533216,2359972.84,0,2404631.958,3110400
 08/02  09:00:00,22.525,3.308333333,378.1666667,24.00238606,0.010794411,0,1200.241038,4241511.076,0,4320867.739,3110400
 08/02  10:00:00,25.24166667,3.1,349.4166667,24.00248786,0.010497026,0,1644.067604,5811268.07,0,5918643.376,3110400
 08/02  11:00:00,26.95833333,3.741666667,379.25,24.00237459,0.010296537,0,1950.448564,6895459.101,0,7021614.831,3110400
 08/02  12:00:00,27.73333333,5.016666667,514.9166667,24.00226098,0.010137755,0,2092.951535,7399691.51,0,7534625.528,3110400
 08/02  13:00:00,28.19166667,4.783333333,470.5833333,24.00216096,0.009922246,0,2190.598048,7744873.661,0,7886152.972,3110400
 08/02  14:00:00,29.275,3.208333333,444.0833333,24.00186231,0.009804473,0,2452.098726,8670617.326,0,8827555.413,3110400
 08/02  15:00:00,29.31666667,3.491666667,321.5,24.0015606,0.009768125,0,2617.469309,9255384.227,0,9422889.513,3110400
 08/02  16:00:00,29.01666667,4.2,126.1666667,24.0020086,0.009666492,0,2236.14741,7906399.731,0,8050130.677,2073600
 08/02  17:00:00,28.51666667,3.208333333,18.83333333,24.0022002,0.009939372,0,2058.384332,7277984.691,0,7410183.594,2073600
 08/02  18:00:00,27.10833333,2.15,0.916666667,28.36352998,0.011390161,0,0,0,0,0,0
 08/02  19:00:00,24.06666667,2.25,0,27.52762384,0.013067147,0,0,0,0,0,0
 08/02  20:00:00,22.34166667,1.041666667,0,25.88903306,0.014456375,0,0,0,0,0,0
 08/02  21:00:00,22.475,0,0,25.10183264,0.014418722,0,0,0,0,0,0
 08/02  22:00:00,22.48333333,0.991666667,0,24.5699861,0.014095713,0,0,0,0,0,0
 08/02  23:00:00,21.99166667,0.708333333,0,23.95894762,0.01394442,0,0,0,0,0,0
 08/02  24:00:00,21.64166667,0,0,23.41898291,0.013850934,0,0,0,0,0,0
 08/03  01:00:00,21.48333333,0,0,23.01151639,0.01367174,0,0,0,0,0,0
 08/03  02:00:00,21.28333333,0,0,22.59444267,0.013412813,0,0,0,0,0,0
 08/03  03:00:00,20.79166667,0,0,22.08721521,0.013328636,0,0,0,0,0,0
 08/03  04:00:00,20.15,1.108333333,0,21.50711486,0.013281901,0,0,0,0,0,0
 08/03  05:00:00,19.725,1.9,2.166666667,21.02961906,0.013242039,0,0,0,0,0,0
 08/03  06:00:00,19.425,0.791666667,27.5,20.806671,0.013360434,0,0,0,0,0,0
 08/03  07:00:00,19.59166667,0,75.83333333,21.0442861,0.013603919,0,0,0,0,0,0
 08/03  08:00:00,20.85,0,236.6666667,23.92664323,0.012985722,0,934.5029583,3304472.624,0,3364210.65,3110400
 08/03  09:00:00,22.88333333,0.641666667,385.0833333,24.0025404,0.01228022,0,1442.605403,5101106.405,0,5193379.45,3110400
 08/03  10:00:00,25.08333333,1.45,443.9166667,24.00244667,0.011895323,0,1927.741739,6817524.664,0,6939870.262,3110400
 08/03  11:00:00,26.40833333,1.816666667,239.8333333,24.00224933,0.011638622,0,2187.591675,7737157.316,0,7875330.03,3110400
 08/03  12:00:00,26.81666667,2.891666667,45.25,24.00221102,0.01149908,0,2215.598627,7836251.097,0,7976155.056,3110400
 08/03  13:00:00,26.66666667,4.241666667,33.41666667,24.00223572,0.011117992,0,2154.946684,7620546.06,0,7757808.062,3110400
 08/03  14:00:00,24.98333333,2.95,18.5,24.00232657,0.011038456,0,1964.606673,6945516.032,0,7072584.023,3110400
 08/03  15:00:00,23.31666667,2.166666667,10.25,24.00238774,0.01127114,0,1817.330186,6424178.888,0,6542388.67,3110400
 08/03  16:00:00,23.71666667,2.033333333,3.166666667,24.00236418,0.011236252,0,1405.286896,4967762.774,0,5059032.824,2073600
 08/03  17:00:00,24.41666667,1.816666667,0.25,24.00237727,0.011342355,0,1380.286605,4879871.795,0,4969031.777,2073600
 08/03  18:00:00,24.20833333,1.783333333,9,26.07332327,0.013308771,0,0,0,0,0,0
 08/03  19:00:00,23.70833333,1.35,40.5,26.18099101,0.014007476,0,0,0,0,0,0
 08/03  20:00:00,22.85833333,1.45,4.5,25.48842244,0.014321915,0,0,0,0,0,0
 08/03  21:00:00,22.225,1.7,0,24.59591894,0.014139856,0,0,0,0,0,0
 08/03  22:00:00,21.51666667,1.35,0,23.79462609,0.013525466,0,0,0,0,0,0
 08/03  23:00:00,20.86666667,0.458333333,0,23.01080582,0.013318895,0,0,0,0,0,0
 08/03  24:00:00,20.05833333,0.641666667,0,22.23740882,0.013098661,0,0,0,0,0,0
 08/04  01:00:00,18.78333333,0.458333333,0,21.26594986,0.012865819,0,0,0,0,0,0
 08/04  02:00:00,17.96666667,0.991666667,0,20.41697079,0.012735263,0,0,0,0,0,0
 08/04  03:00:00,17.625,1.35,0,19.82040909,0.012696939,0,0,0,0,0,0
 08/04  04:00:00,17.26666667,0.458333333,0,19.27614642,0.012532507,0,0,0,0,0,0
 08/04  05:00:00,17.975,0,0,19.17435956,0.012723068,0,0,0,0,0,0
 08/04  06:00:00,18.48333333,0,0,19.31913053,0.013422729,0,0,0,0,0,0
 08/04  07:00:00,18.34166667,0,2.833333333,19.25588113,0.013413234,0,0,0,0,0,0
 08/04  08:00:00,18.475,0,76.41666667,23.74133489,0.013545496,17.45977398,383.4946281,1331004.807,25220.37136,1380580.661,3110400
 08/04  09:00:00,18.71666667,0.641666667,395.9166667,24.00000211,0.012619706,0,773.2012437,2733505.159,0,2783524.477,3110400
 08/04  10:00:00,19.73333333,1.1,604.1666667,24.00221415,0.011946144,0,1122.471235,3967647.452,0,4040896.445,3110400
 08/04  11:00:00,20.925,0.458333333,535.8333333,24.00241381,0.011527088,0,1392.402221,4921451.54,0,5012647.995,3110400
 08/04  12:00:00,23.05,0.991666667,510.8333333,24.00244275,0.011294628,0,1690.579644,5976113.691,0,6086086.72,3110400
 08/04  13:00:00,25.58333333,0.708333333,277,24.00233726,0.010734069,0,1988.3125,7029287.604,0,7157925,3110400
 08/04  14:00:00,26.5,0,115.9166667,24.00219778,0.010293189,0,2127.482529,7520827.536,0,7658937.104,3110400
 08/04  15:00:00,26.79166667,0,145.5,24.00203225,0.010298862,0,2280.517693,8062266.34,0,8209863.693,3110400
 08/04  16:00:00,27.40833333,1.108333333,215.8333333,24.00216315,0.010408655,0,2111.08463,7464407.482,0,7599904.668,2073600
 08/04  17:00:00,24.025,1.783333333,58.66666667,24.00229705,0.011104191,0,1704.712539,6026495.506,0,6136965.139,2073600
 08/04  18:00:00,20.875,0.708333333,4.083333333,25.47394874,0.013364911,0,0,0,0,0,0
 08/04  19:00:00,20.55833333,0,0,24.54861404,0.01371078,0,0,0,0,0,0
 08/04  20:00:00,20.71666667,0,0,23.85180222,0.013486132,0,0,0,0,0,0
 08/04  21:00:00,20.56666667,0,0,23.25479726,0.013792415,0,0,0,0,0,0
 08/04  22:00:00,20.575,0,0,22.79445585,0.013925491,0,0,0,0,0,0
 08/04  23:00:00,20.05833333,1.458333333,0,22.26308463,0.013757176,0,0,0,0,0,0
 08/04  24:00:00,18.95833333,2.85,0,21.42376278,0.013422977,0,0,0,0,0,0
 08/05  01:00:00,18.44166667,4.383333333,0,20.75753102,0.013461266,0,0,0,0,0,0
 08/05  02:00:00,18.45833333,5.766666667,0,20.37958993,0.013529618,0,0,0,0,0,0
 08/05  03:00:00,18.325,4.35,0,20.03160105,0.013438468,0,0,0,0,0,0
 08/05  04:00:00,18.08333333,1.291666667,0,19.6562474,0.013147357,0,0,0,0,0,0
 08/05  05:00:00,18,1.108333333,0,19.37361435,0.013033773,0,0,0,0,0,0
 08/05  06:00:00,18.175,1.9,0,19.26482277,0.013125506,0,0,0,0,0,0
 08/05  07:00:00,18.65,2.25,0,19.36650762,0.013409729,0,0,0,0,0,0
 08/05  08:00:00,19.075,2.5,0,19.56938145,0.013685209,0,0,0,0,0,0
 08/05  09:00:00,19.08333333,2.85,5.166666667,19.67469712,0.01381019,0,0,0,0,0,0
 08/05  10:00:00,19.7,3.741666667,31.08333333,20.16200995,0.014003112,0,0,0,0,0,0
 08/05  11:00:00,20.31666667,5.308333333,79.16666667,20.88344778,0.013678047,0,0,0,0,0,0
 08/05  12:00:00,21.275,4.991666667,217.5833333,21.71540104,0.012717364,0,0,0,0,0,0
 08/05  13:00:00,22.30833333,4.841666667,190.8333333,22.95289689,0.01239428,0,0,0,0,0,0
 08/05  14:00:00,23.00833333,5.3,222.3333333,24.29400878,0.012242517,0,0,0,0,0,0
 08/05  15:00:00,21.55,4.95,38.83333333,24.47751832,0.012462779,0,0,0,0,0,0
 08/05  16:00:00,20.475,4.408333333,91.08333333,23.98427243,0.012621403,0,0,0,0,0,0
 08/05  17:00:00,22.29166667,4.491666667,459.9166667,25.47935887,0.011933563,0,0,0,0,0,0
 08/05  18:00:00,23.675,2.95,577.25,27.22356562,0.011678567,0,0,0,0,0,0
 08/05  19:00:00,23.21666667,0.708333333,324.5833333,27.35489061,0.011857875,0,0,0,0,0,0
 08/05  20:00:00,22.1,0,30.16666667,26.04879779,0.01190034,0,0,0,0,0,0
 08/05  21:00:00,20.66666667,0.641666667,0,24.4462351,0.011946544,0,0,0,0,0,0
 08/05  22:00:00,19.41666667,1.566666667,0,23.0946505,0.012145078,0,0,0,0,0,0
 08/05  23:00:00,18.94166667,2.891666667,0,22.14274191,0.011627663,0,0,0,0,0,0
 08/05  24:00:00,18.55,2.491666667,0,21.38444268,0.010943977,0,0,0,0,0,0
 08/06  01:00:00,17.95,0.708333333,0,20.59547197,0.010745403,0,0,0,0,0,0
 08/06  02:00:00,17.7,1.808333333,0,19.96306546,0.010235733,0,0,0,0,0,0
 08/06  03:00:00,17.35,3.1,0,19.39652948,0.010177012,0,0,0,0,0,0
 08/06  04:00:00,16.98333333,3.1,0,18.82900854,0.010093442,0,0,0,0,0,0
 08/06  05:00:00,16.55,1.291666667,23.83333333,18.30943988,0.00991477,0,0,0,0,0,0
 08/06  06:00:00,16.24166667,0,300.6666667,18.60561009,0.010022733,0,0,0,0,0,0
 08/06  07:00:00,17.13333333,1.458333333,469.25,19.99304324,0.010336705,0,0,0,0,0,0
 08/06  08:00:00,18.79166667,2.85,381.5833333,21.50320113,0.01066142,0,0,0,0,0,0
 08/06  09:00:00,20.08333333,3.1,440.3333333,23.01649097,0.010823335,0,0,0,0,0,0
 08/06  10:00:00,21.25833333,1.933333333,340.6666667,24.35284342,0.01111731,0,0,0,0,0,0
 08/06  11:00:00,22.5,0.458333333,318.0833333,25.63081688,0.011212562,0,0,0,0,0,0
 08/06  12:00:00,23.40833333,1.808333333,391.1666667,26.66190316,0.011442983,0,0,0,0,0,0
 08/06  13:00:00,23.64166667,2.4,391,27.41345678,0.011363156,0,0,0,0,0,0
 08/06  14:00:00,24.3,1.9,573,28.52015781,0.011274212,0,0,0,0,0,0
 08/06  15:00:00,24.50833333,2.6,493,29.80943137,0.011385221,0,0,0,0,0,0
 08/06  16:00:00,24.3,2.75,231.6666667,30.35970282,0.011126813,0,0,0,0,0,0
 08/06  17:00:00,24.35833333,2.15,245.0833333,30.54724808,0.010953861,0,0,0,0,0,0
 08/06  18:00:00,24.10833333,1.433333333,408.75,30.75607344,0.010823775,0,0,0,0,0,0
 08/06  19:00:00,23.375,1.1,278.3333333,30.24617492,0.010869516,0,0,0,0,0,0
 08/06  20:00:00,22.3,1.1,26.75,28.61288332,0.010947451,0,0,0,0,0,0
 08/06  21:00:00,20.10833333,3.2,0,26.48685577,0.011229105,0,0,0,0,0,0
 08/06  22:00:00,18.43333333,4.408333333,0,24.62166646,0.01164051,0,0,0,0,0,0
 08/06  23:00:00,17.51666667,4.2,0,23.23951322,0.011405951,0,0,0,0,0,0
 08/06  24:00:00,16.69166667,3.85,0,21.99683014,0.01121983,0,0,0,0,0,0
 08/07  01:00:00,16.225,3.95,0,20.98238896,0.010780986,0,0,0,0,0,0
 08/07  02:00:00,15.80833333,3.208333333,0,20.11034254,0.010244252,0,0,0,0,0,0
 08/07  03:00:00,15.19166667,2.15,0,19.23290871,0.010130578,0,0,0,0,0,0
 08/07  04:00:00,14.49166667,1.9,0,18.35490829,0.009942752,0,0,0,0,0,0
 08/07  05:00:00,14.14166667,1.9,8.416666667,17.64184798,0.009752066,0,0,0,0,0,0
 08/07  06:00:00,14.15833333,1.9,81.91666667,17.53258875,0.009531791,0,0,0,0,0,0
 08/07  07:00:00,14.55,1.783333333,61,17.68163041,0.009457562,0,0,0,0,0,0
 08/07  08:00:00,15.61666667,1.7,183.6666667,23.62494533,0.010250062,140.6547317,181.2195462,457485.2793,183444.0753,652390.3663,3110400
 08/07  09:00:00,17.01666667,2.516666667,374,24.00102011,0.010191115,0,474.4785645,1675424.166,0,1708122.832,3110400
 08/07  10:00:00,18.24166667,2.75,273,24.00183969,0.009920853,0,722.6352474,2551563.884,0,2601486.891,3110400
 08/07  11:00:00,19.69166667,2.5,53.75,24.00210139,0.009888351,0,928.5204387,3278845.864,0,3342673.579,3110400
 08/07  12:00:00,20.4,1.683333333,36.25,24.00223172,0.009934987,0,1059.113728,3740359.807,0,3812809.422,3110400
 08/07  13:00:00,20.75,0.458333333,163.4166667,24.0022913,0.009963059,0,1153.450778,4073731.814,0,4152422.8,3110400
 08/07  14:00:00,21,0.641666667,449.6666667,24.00235852,0.009823171,0,1317.921101,4654542.59,0,4744515.964,3110400
 08/07  15:00:00,21.93333333,0.458333333,321.25,24.00237302,0.009536262,0,1530.234945,5404226.195,0,5508845.802,3110400
 08/07  16:00:00,22.54166667,1.458333333,454.8333333,24.00230359,0.009194591,0,1384.419121,4889002.859,0,4983908.835,2073600
 08/07  17:00:00,22.61666667,2.033333333,605.1666667,24.00230131,0.009001717,0,1475.740312,5211028.379,0,5312665.122,2073600
 08/07  18:00:00,22.40833333,1.816666667,511.9166667,28.08881885,0.00985912,0,0,0,0,0,0
 08/07  19:00:00,21.38333333,1.783333333,235.3333333,28.04406667,0.010368762,0,0,0,0,0,0
 08/07  20:00:00,20.1,1.816666667,14,26.38248256,0.010538712,0,0,0,0,0,0
 08/07  21:00:00,19.01666667,2.25,0,24.70481482,0.010516371,0,0,0,0,0,0
 08/07  22:00:00,17.78333333,2.85,0,23.22905897,0.010562196,0,0,0,0,0,0
 08/07  23:00:00,16.675,2.75,0,21.87852281,0.010343173,0,0,0,0,0,0
 08/07  24:00:00,15.71666667,3.141666667,0,20.68464634,0.010019556,0,0,0,0,0,0
 08/08  01:00:00,14.83333333,3.308333333,0,19.57015903,0.009806165,0,0,0,0,0,0
 08/08  02:00:00,14.73333333,3.391666667,0,18.79221524,0.009727598,0,0,0,0,0,0
 08/08  03:00:00,14.55,2.958333333,0,18.17115451,0.009624014,0,0,0,0,0,0
 08/08  04:00:00,13.83333333,3.141666667,0,17.37427873,0.009453368,0,0,0,0,0,0
 08/08  05:00:00,13.79166667,4.241666667,4.083333333,16.82384378,0.00933688,0,0,0,0,0,0
 08/08  06:00:00,14.64166667,4.058333333,39.58333333,16.96892521,0.009387152,0,0,0,0,0,0
 08/08  07:00:00,15.15833333,4.591666667,18.16666667,17.25931699,0.009489514,0,0,0,0,0,0
 08/08  08:00:00,15.43333333,5.3,7.416666667,23.1843834,0.01042609,188.9472519,64.82870754,0,230197.8077,233383.3471,3110400
 08/08  09:00:00,15.48333333,4.95,1.333333333,23.99996323,0.010973432,0,56.47047134,199443.7448,0,203293.6968,3110400
 08/08  10:00:00,15.75,5.516666667,33.83333333,24.00000055,0.011070981,0,159.9871755,565092.2905,0,575953.8318,3110400
 08/08  11:00:00,16.23333333,5.633333333,142.0833333,24.00000105,0.011043831,0,319.5901893,1128875.329,0,1150524.681,3110400
 08/08  12:00:00,16.69166667,5.3,42.25,24.00000138,0.010804828,0,431.4101945,1523738.246,0,1553076.7,3110400
 08/08  13:00:00,17.425,6.116666667,63,24.0013846,0.010675237,0,568.7187143,2008693.077,0,2047387.372,3110400
 08/08  14:00:00,18.26666667,5.241666667,13.41666667,24.00179953,0.010529833,0,661.74695,2337207.078,0,2382289.02,3110400
 08/08  15:00:00,18.36666667,4.491666667,0.75,24.00170545,0.010641806,0,603.111591,2130178.568,0,2171201.728,3110400
 08/08  16:00:00,18.725,5.516666667,0.666666667,24.00001493,0.010804474,0,241.3621346,852572.3742,0,868903.6844,2073600
 08/08  17:00:00,18.69166667,5.633333333,3.666666667,24.00000094,0.010730379,0,244.5945219,863966.7423,0,880540.2787,2073600
 08/08  18:00:00,18.28333333,4.95,3.333333333,21.75718099,0.010881567,0,0,0,0,0,0
 08/08  19:00:00,18.2,4.408333333,0.333333333,20.90405366,0.011145246,0,0,0,0,0,0
 08/08  20:00:00,18.08333333,4.491666667,0,20.36393356,0.011155543,0,0,0,0,0,0
 08/08  21:00:00,17.65,4.058333333,0,19.80006425,0.011137235,0,0,0,0,0,0
 08/08  22:00:00,17.28333333,3.6,0,19.29222114,0.01110744,0,0,0,0,0,0
 08/08  23:00:00,17.31666667,4.241666667,0,18.99317696,0.011295688,0,0,0,0,0,0
 08/08  24:00:00,17.10833333,3.766666667,0,18.69011802,0.01156282,0,0,0,0,0,0
 08/09  01:00:00,16.84166667,3.391666667,0,18.32926292,0.011625359,0,0,0,0,0,0
 08/09  02:00:00,16.85833333,3.6,0,18.1176613,0.011922539,0,0,0,0,0,0
 08/09  03:00:00,16.95833333,3.6,0,18.00496217,0.012155202,0,0,0,0,0,0
 08/09  04:00:00,17,2.491666667,0,17.90348276,0.012259384,0,0,0,0,0,0
 08/09  05:00:00,17.05833333,2.166666667,0,17.81299896,0.01231482,0,0,0,0,0,0
 08/09  06:00:00,16.98333333,2.5,0,17.71974092,0.012276241,0,0,0,0,0,0
 08/09  07:00:00,16.95833333,2.85,0,17.65578766,0.01228256,0,0,0,0,0,0
 08/09  08:00:00,17.35,3.391666667,0,23.38161061,0.013322628,157.2226668,62.84030189,30268.72138,192794.4431,226225.0868,3110400
 08/09  09:00:00,18.18333333,2.608333333,0,23.99999903,0.013688029,0,213.2251572,753985.5956,0,767610.566,3110400
 08/09  10:00:00,18.30833333,1.9,1.333333333,24.00000124,0.013272823,0,372.7138647,1317819.993,0,1341769.913,3110400
 08/09  11:00:00,18.91666667,1.783333333,12.66666667,24.00000178,0.012901513,0,602.5111556,2130173.735,0,2169040.16,3110400
 08/09  12:00:00,20.025,2.166666667,47.5,24.00000226,0.012736542,0,832.2379139,2942422.736,0,2996056.49,3110400
 08/09  13:00:00,21.74166667,1.041666667,92.58333333,24.00160795,0.012579038,0,1089.032277,3850685.342,0,3920516.197,3110400
 08/09  14:00:00,22.99166667,0,85,24.00264628,0.012176847,0,1337.959592,4730837.692,0,4816654.53,3110400
 08/09  15:00:00,22.44166667,1.108333333,153.1666667,24.0025256,0.011808053,0,1408.81488,4980499.831,0,5071733.569,3110400
 08/09  16:00:00,21.14166667,0.791666667,417.1666667,24.00217231,0.011713746,0,1076.219658,3804172.184,0,3874390.77,2073600
 08/09  17:00:00,20.65833333,0,418.25,24.00210873,0.01179943,0,1043.785051,3689501.063,0,3757626.182,2073600
 08/09  18:00:00,21.10833333,0,321.75,25.02873688,0.013713027,0,0,0,0,0,0
 08/09  19:00:00,21.10833333,0,80.08333333,24.58840957,0.014477906,0,0,0,0,0,0
 08/09  20:00:00,20.25833333,0.991666667,3.666666667,23.45059261,0.014312998,0,0,0,0,0,0
 08/09  21:00:00,19.91666667,1.7,0,22.55612474,0.014268404,0,0,0,0,0,0
 08/09  22:00:00,20,0.708333333,0,22.07055075,0.014274724,0,0,0,0,0,0
 08/09  23:00:00,19.88333333,0.641666667,0,21.66117151,0.014431488,0,0,0,0,0,0
