Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Total Heating Rate [W](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Electricity Rate [W](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),InteriorLights:Electricity [J](Hourly) 
 07/20  06:00:00,21.025,3.6,189.25,23.02799924,0.01496729,0,0,0,0,0,0
 07/20  07:00:00,22.21666667,3.95,375.75,24.30176461,0.01559486,0,0,0,0,0,0
 07/20  08:00:00,23.85,4.841666667,539,24.01556553,0.012963218,0,1944.367325,6878126.047,0,6999722.37,3110400
 07/20  09:00:00,25.88333333,6.116666667,692,24.00207902,0.012348239,0,2381.789829,8425704.963,0,8574443.385,3110400
 07/20  10:00:00,27.5,5.883333333,687.3333333,24.0015186,0.012300049,0,2781.410852,9841421.574,0,10013079.07,3110400
 07/20  11:00:00,28.75833333,5.3,513.4166667,24.00097134,0.012463141,0,3091.770906,10942219.28,0,11130375.26,3110400
 07/20  12:00:00,30.11666667,4.95,559.6666667,24.00036957,0.012658792,0,3391.612509,12006671.8,0,12209805.03,3110400
 07/20  13:00:00,31.28333333,5.516666667,613.5,24.25053503,0.012898656,0,3554.564583,12586763.97,0,12796432.5,3110400
 07/20  14:00:00,32.45833333,5.283333333,683.0833333,25.03909048,0.013320026,0,3625.297151,12841401.22,0,13051069.75,3110400
 07/20  15:00:00,32.76666667,5.225,695.4166667,25.87095929,0.013773248,0,3669.805742,13001632.14,0,13211300.67,3110400
 07/20  16:00:00,32.65833333,6.241666667,670.25,25.51601777,0.013439597,0,3653.489944,12942895.27,0,13152563.8,2073600
 07/20  17:00:00,32.46666667,5.883333333,629.8333333,25.49080138,0.013208223,0,3632.052988,12865722.23,0,13075390.76,2073600
 07/20  18:00:00,32.3,4.95,527.4166667,33.73094771,0.017991619,0,0,0,0,0,0
 07/20  19:00:00,32.53333333,5.866666667,254.5833333,35.15921187,0.018459421,0,0,0,0,0,0
 07/20  20:00:00,31.18333333,5.533333333,23,34.06995994,0.015148734,0,0,0,0,0,0
 07/20  21:00:00,29.05,4.058333333,0,32.13161692,0.014047362,0,0,0,0,0,0
 07/20  22:00:00,28.00833333,3.6,0,30.78838701,0.013970094,0,0,0,0,0,0
 07/20  23:00:00,27.275,3.308333333,0,29.75754605,0.013955459,0,0,0,0,0,0
 07/20  24:00:00,26.25833333,2.75,0,28.69259258,0.014133196,0,0,0,0,0,0
 07/21  01:00:00,25.39166667,2.5,0,27.70521025,0.014411401,0,0,0,0,0,0
 07/21  02:00:00,24.51666667,2.033333333,0,26.77075094,0.014723941,0,0,0,0,0,0
 07/21  03:00:00,24.21666667,1.816666667,0,26.0458244,0.014867605,0,0,0,0,0,0
 07/21  04:00:00,23.89166667,1.783333333,0,25.45391619,0.015099653,0,0,0,0,0,0
 07/21  05:00:00,24.06666667,2.166666667,8.5,25.06648387,0.015420743,0,0,0,0,0,0
 07/21  06:00:00,24.63333333,2.85,47.91666667,25.27361779,0.015626916,0,0,0,0,0,0
 07/21  07:00:00,24.85833333,3.741666667,82.58333333,25.62086176,0.014968082,0,0,0,0,0,0
 07/21  08:00:00,25.30833333,3.85,175.4166667,24.0193385,0.012013109,0,1837.55766,6498953.321,0,6615207.577,3110400
 07/21  09:00:00,25.48333333,3.95,92,24.00242486,0.011822183,0,1955.354069,6915191.953,0,7039274.65,3110400
 07/21  10:00:00,25.63333333,2.858333333,135.4166667,24.00235411,0.011534496,0,2030.219146,7179483.04,0,7308788.927,3110400
 07/21  11:00:00,26.325,3.883333333,441.5,24.00222663,0.010880309,0,2139.314988,7564281.098,0,7701533.956,3110400
 07/21  12:00:00,26.93333333,5.766666667,615.0833333,24.00221015,0.010101337,0,2100.546697,7425519.221,0,7561968.108,3110400
 07/21  13:00:00,27.21666667,5.633333333,551.8333333,24.00219296,0.009666942,0,2098.442671,7416932.574,0,7554393.615,3110400
 07/21  14:00:00,27.18333333,6.758333333,367.6666667,24.00210939,0.009121905,0,2130.951734,7530137.199,0,7671426.243,3110400
 07/21  15:00:00,26.925,5.991666667,360.5833333,24.00207707,0.008588528,0,2103.229472,7429807.13,0,7571626.098,3110400
 07/21  16:00:00,27.44166667,5.516666667,448.6666667,24.0021889,0.008313247,0,1919.375492,6780403.478,0,6909751.772,2073600
 07/21  17:00:00,27.31666667,5.633333333,501.8333333,24.00217702,0.008159635,0,1921.611342,6787568.744,0,6917800.83,2073600
 07/21  18:00:00,26.725,5.3,541.6666667,30.20168267,0.008259281,0,0,0,0,0,0
 07/21  19:00:00,25.78333333,5.3,434.25,31.2816192,0.008224529,0,0,0,0,0,0
 07/21  20:00:00,23.975,5.766666667,58.25,29.74152632,0.008343638,0,0,0,0,0,0
 07/21  21:00:00,21.93333333,7.091666667,0,27.54660608,0.008130049,0,0,0,0,0,0
 07/21  22:00:00,19.93333333,7.8,0,25.60893454,0.007389966,0,0,0,0,0,0
 07/21  23:00:00,18.4,6.808333333,0,23.91824946,0.006793712,0,0,0,0,0,0
 07/21  24:00:00,17.14166667,3.65,0,22.45624518,0.006672989,0,0,0,0,0,0
 07/22  01:00:00,16.36666667,1.9,0,21.23548027,0.006787825,0,0,0,0,0,0
 07/22  02:00:00,15.73333333,3.533333333,0,20.21730926,0.00701569,0,0,0,0,0,0
 07/22  03:00:00,14.81666667,5.05,0,19.16379552,0.006725824,0,0,0,0,0,0
 07/22  04:00:00,13.99166667,4.95,0,18.16163884,0.00614152,0,0,0,0,0,0
 07/22  05:00:00,13.35,3.766666667,41.80555556,17.32026107,0.005948538,0,0,0,0,0,0
 07/22  06:00:00,13.15833333,4.383333333,321.9166667,17.51967274,0.006067942,0,0,0,0,0,0
 07/22  07:00:00,13.43333333,5.766666667,541.3333333,18.62136192,0.006210752,0,0,0,0,0,0
 07/22  08:00:00,14.06666667,5.808333333,551.5,19.69547869,0.006283559,0,0,0,0,0,0
 07/22  09:00:00,14.69166667,6.241666667,761.0833333,20.89401622,0.0060413,0,0,0,0,0,0
 07/22  10:00:00,15.54166667,6.7,839.75,21.93179671,0.005707413,0,0,0,0,0,0
 07/22  11:00:00,16.35,4.6,702,22.68926023,0.005614734,0,0,0,0,0,0
 07/22  12:00:00,17.41666667,4.85,462.1666667,23.30918231,0.005679315,0,0,0,0,0,0
 07/22  13:00:00,18.64166667,6.1,511.9166667,24.14014283,0.006012764,0,0,0,0,0,0
 07/22  14:00:00,19.15833333,6.741666667,688.4166667,25.14115514,0.006107869,0,0,0,0,0,0
 07/22  15:00:00,20.075,6.558333333,863.6666667,26.56726443,0.005973727,0,0,0,0,0,0
 07/22  16:00:00,21.225,5.283333333,748.3333333,28.25372554,0.005952961,0,0,0,0,0,0
 07/22  17:00:00,21.36666667,5.225,551.3333333,29.0866431,0.00584453,0,0,0,0,0,0
 07/22  18:00:00,21.08333333,5.6,639.9166667,29.48416678,0.005641092,0,0,0,0,0,0
 07/22  19:00:00,20.41666667,5.425,466.6666667,29.1410136,0.005574672,0,0,0,0,0,0
 07/22  20:00:00,18.6,3.666666667,57.91666667,27.07913033,0.005598766,0,0,0,0,0,0
 07/22  21:00:00,17.25,2.5,0,24.74522607,0.005659409,0,0,0,0,0,0
 07/22  22:00:00,16.53333333,2.5,0,23.11997027,0.005703951,0,0,0,0,0,0
 07/22  23:00:00,16.66666667,1.041666667,0,22.01876123,0.005762632,0,0,0,0,0,0
 07/22  24:00:00,15.01666667,0.991666667,0,20.63909186,0.005948079,0,0,0,0,0,0
 07/23  01:00:00,13.6,1.35,0,19.08927383,0.006260634,0,0,0,0,0,0
 07/23  02:00:00,13.48333333,1.1,0,18.19983575,0.006429608,0,0,0,0,0,0
 07/23  03:00:00,12.93333333,1.45,0,17.2846448,0.006249336,0,0,0,0,0,0
 07/23  04:00:00,11.9,0.708333333,0,16.23636309,0.006125165,0,0,0,0,0,0
 07/23  05:00:00,10.75833333,0,49.86111111,15.2097195,0.006214993,0,0,0,0,0,0
 07/23  06:00:00,11.46666667,0.641666667,380.75,15.82226056,0.006620748,0,0,0,0,0,0
 07/23  07:00:00,14.4,0.458333333,658.6666667,18.2109471,0.007327982,0,0,0,0,0,0
 07/23  08:00:00,17.125,0.991666667,726.9166667,20.76006932,0.007693801,0,0,0,0,0,0
 07/23  09:00:00,18.75833333,2.808333333,546.6666667,22.53153005,0.007525016,0,0,0,0,0,0
 07/23  10:00:00,20,2.491666667,300.1666667,23.63925547,0.007426816,0,0,0,0,0,0
 07/23  11:00:00,21.43333333,3.45,495.6666667,24.97897246,0.007765304,0,0,0,0,0,0
 07/23  12:00:00,22.74166667,4.058333333,332.75,26.12340861,0.008009981,0,0,0,0,0,0
 07/23  13:00:00,23.9,4.241666667,241.0833333,27.20799834,0.008853779,0,0,0,0,0,0
 07/23  14:00:00,24.63333333,5.05,109.0833333,28.25554364,0.009261088,0,0,0,0,0,0
 07/23  15:00:00,24.68333333,3.666666667,23.33333333,28.7426803,0.009343821,0,0,0,0,0,0
 07/23  16:00:00,24.48333333,2.5,92,28.84611961,0.009915032,0,0,0,0,0,0
 07/23  17:00:00,24.80833333,2.85,272.1666667,29.4887111,0.01046341,0,0,0,0,0,0
 07/23  18:00:00,25.04166667,1.933333333,184.25,29.71858842,0.0110012,0,0,0,0,0,0
 07/23  19:00:00,25.175,1.566666667,146.1666667,29.46932004,0.010452655,0,0,0,0,0,0
 07/23  20:00:00,24.01666667,2.891666667,21.41666667,28.34416168,0.008813572,0,0,0,0,0,0
 07/23  21:00:00,21.99166667,3.308333333,0,26.50471992,0.00791057,0,0,0,0,0,0
 07/23  22:00:00,20.675,3.391666667,0,25.02257928,0.007587331,0,0,0,0,0,0
 07/23  23:00:00,19.48333333,3.308333333,0,23.72638558,0.007371674,0,0,0,0,0,0
 07/23  24:00:00,18.725,2.4,0,22.60080586,0.007212157,0,0,0,0,0,0
 07/24  01:00:00,17.9,1.9,0,21.5861528,0.007419148,0,0,0,0,0,0
 07/24  02:00:00,16.93333333,2.6,0,20.52253187,0.007711082,0,0,0,0,0,0
 07/24  03:00:00,16.48333333,2.283333333,0,19.69573447,0.007992827,0,0,0,0,0,0
 07/24  04:00:00,15.99166667,2.516666667,0,18.96847551,0.008345069,0,0,0,0,0,0
 07/24  05:00:00,16.10833333,2.75,14.16666667,18.51293125,0.008605197,0,0,0,0,0,0
 07/24  06:00:00,17.1,2.15,90,18.93887169,0.008923279,0,0,0,0,0,0
 07/24  07:00:00,18.59166667,3.241666667,69.25,19.81443066,0.009503032,0,0,0,0,0,0
 07/24  08:00:00,19.59166667,3.208333333,6.75,23.84051227,0.010383146,0,400.9962611,1416275.508,0,1443586.54,3110400
 07/24  09:00:00,19.74166667,3.783333333,0,24.00152873,0.010466509,0,554.6129775,1958929.901,0,1996606.719,3110400
 07/24  10:00:00,20.28333333,3.416666667,0.166666667,24.00188081,0.010374167,0,648.2675161,2289756.919,0,2333763.058,3110400
 07/24  11:00:00,20.75833333,2.85,1.083333333,24.00213021,0.010436355,0,734.2798909,2593747.876,0,2643407.607,3110400
 07/24  12:00:00,20.8,2.283333333,2.083333333,24.00218635,0.010670388,0,810.5773266,2863581.861,0,2918078.376,3110400
 07/24  13:00:00,21.85,0.708333333,4.083333333,24.00237931,0.011005994,0,1002.41044,3542219.869,0,3608677.583,3110400
 07/24  14:00:00,22.6,0,9.583333333,24.0024478,0.011005895,0,1181.207601,4174471.86,0,4252347.362,3110400
 07/24  15:00:00,23.53333333,1.108333333,37.75,24.0024882,0.010756483,0,1353.468612,4783312.304,0,4872487.002,3110400
 07/24  16:00:00,24.60833333,3.883333333,142.0833333,24.00234141,0.010631276,0,1240.844195,4385744.43,0,4467039.101,2073600
 07/24  17:00:00,25.25,5.475,70.25,24.002361,0.010306929,0,1295.446953,4578596.01,0,4663609.03,2073600
 07/24  18:00:00,25.03333333,5.425,16.83333333,26.28389901,0.010200538,0,0,0,0,0,0
 07/24  19:00:00,24.11666667,4.95,25.33333333,26.07722886,0.009327399,0,0,0,0,0,0
 07/24  20:00:00,22.88333333,3.766666667,2.75,25.13421768,0.009204978,0,0,0,0,0,0
 07/24  21:00:00,21.775,3.1,0,24.07441234,0.009801814,0,0,0,0,0,0
 07/24  22:00:00,21.05,3.1,0,23.23057859,0.010172504,0,0,0,0,0,0
 07/24  23:00:00,20.45,3.391666667,0,22.50847534,0.010199022,0,0,0,0,0,0
 07/24  24:00:00,20.14166667,4.591666667,0,21.95480612,0.0102856,0,0,0,0,0,0
 07/25  01:00:00,20.15833333,4.658333333,0,21.62213295,0.010316913,0,0,0,0,0,0
 07/25  02:00:00,20.08333333,3.85,0,21.33514544,0.010229801,0,0,0,0,0,0
 07/25  03:00:00,20.11666667,3.95,0,21.10597011,0.010263241,0,0,0,0,0,0
 07/25  04:00:00,20.025,4.841666667,0,20.89512533,0.010592238,0,0,0,0,0,0
 07/25  05:00:00,19.43333333,4.658333333,0,20.47595668,0.01092513,0,0,0,0,0,0
 07/25  06:00:00,18.98333333,4.841666667,0,20.02305535,0.011101307,0,0,0,0,0,0
 07/25  07:00:00,18.2,3.316666667,31,19.54827454,0.011393384,0,0,0,0,0,0
 07/25  08:00:00,18.34166667,2.25,161.5,23.74615357,0.01212654,6.746039066,406.0970084,1425285.338,9974.051318,1461949.23,3110400
 07/25  09:00:00,19.44166667,5.241666667,166.8333333,24.00067478,0.011926661,0,758.6484081,2681163.165,0,2731134.269,3110400
 07/25  10:00:00,20.54166667,7.55,302,24.00227499,0.011180089,0,1008.836652,3564737.805,0,3631811.946,3110400
 07/25  11:00:00,21.40833333,7.8,379.5833333,24.00233628,0.0101574,0,1146.718,4050483.875,0,4128184.801,3110400
 07/25  12:00:00,21.875,7.158333333,566.4166667,24.00235325,0.009547483,0,1200.30343,4238746.11,0,4321092.349,3110400
 07/25  13:00:00,22.23333333,6.991666667,451.75,24.00236476,0.009022268,0,1246.090063,4399479.546,0,4485924.228,3110400
 07/25  14:00:00,22.69166667,7.2,499,24.00238208,0.008620779,0,1366.231243,4822941.868,0,4918432.476,3110400
 07/25  15:00:00,23.01666667,7.55,708.25,24.00236343,0.008142794,0,1502.256981,5302113.947,0,5408125.133,3110400
 07/25  16:00:00,23.275,8.266666667,685.8333333,24.00227163,0.007282844,0,1296.750572,4575034.749,0,4668302.06,2073600
 07/25  17:00:00,23.10833333,9.241666667,743,24.00226261,0.006961799,0,1326.961193,4680510.468,0,4777060.294,2073600
 07/25  18:00:00,22.55,8.241666667,580.5833333,28.43263123,0.006258339,0,0,0,0,0,0
 07/25  19:00:00,21.48333333,7.55,284.0833333,28.37565979,0.005784522,0,0,0,0,0,0
 07/25  20:00:00,19.90833333,6.516666667,29.41666667,26.58317935,0.00608856,0,0,0,0,0,0
 07/25  21:00:00,18.90833333,5.891666667,0,24.74267855,0.006346564,0,0,0,0,0,0
 07/25  22:00:00,17.94166667,4.991666667,0,23.29312781,0.006303234,0,0,0,0,0,0
 07/25  23:00:00,16.93333333,5.016666667,0,21.94047144,0.005945583,0,0,0,0,0,0
 07/25  24:00:00,15.9,6.533333333,0,20.69769951,0.005717194,0,0,0,0,0,0
 07/26  01:00:00,15.225,6.558333333,0,19.61848202,0.005837426,0,0,0,0,0,0
 07/26  02:00:00,14.4,5.633333333,0,18.61518163,0.005910256,0,0,0,0,0,0
 07/26  03:00:00,13.78333333,6.116666667,0,17.67842712,0.006049566,0,0,0,0,0,0
 07/26  04:00:00,13.7,6.35,0,17.0432945,0.006161721,0,0,0,0,0,0
 07/26  05:00:00,13.525,8.55,50,16.54934437,0.006136428,0,0,0,0,0,0
 07/26  06:00:00,12.7,8.841666667,382.6666667,16.80689883,0.006110222,0,0,0,0,0,0
 07/26  07:00:00,12.31666667,8.616666667,675,17.81937998,0.005899664,0,0,0,0,0,0
 07/26  08:00:00,12.28333333,8.383333333,829.6666667,23.59705687,0.005994276,96.77107398,96.58104229,197887.7265,143332.5979,347691.7523,3110400
 07/26  09:00:00,12.66666667,8.091666667,899.3333333,24.00078202,0.00602192,0,236.2021109,831757.6476,0,850327.5994,3110400
 07/26  10:00:00,13.46666667,7.658333333,825.9166667,24.00116371,0.006074517,0,389.3066157,1371006.488,0,1401503.816,3110400
 07/26  11:00:00,15.08333333,6.091666667,660.9166667,24.0014591,0.00625849,0,524.7754189,1848473.731,0,1889191.508,3110400
 07/26  12:00:00,15.825,6.408333333,865.0833333,24.00157276,0.006486771,0,577.5599116,2034835.257,0,2079215.682,3110400
 07/26  13:00:00,15.93333333,7.2,862.0833333,24.00162635,0.006536774,0,609.2958207,2146744.507,0,2193464.955,3110400
 07/26  14:00:00,16.68333333,5.45,580.0833333,24.00185413,0.00666477,0,769.812152,2712654.445,0,2771323.747,3110400
 07/26  15:00:00,17.21666667,4.491666667,309.6666667,24.00200466,0.006748688,0,897.9560253,3164530.711,0,3232641.691,3110400
 07/26  16:00:00,17.41666667,5.516666667,429.4166667,24.00176507,0.00634475,0,734.8125326,2589153.515,0,2645325.117,2073600
 07/26  17:00:00,17.38333333,5.633333333,488.8333333,24.00179954,0.006332672,0,767.3851442,2703834.574,0,2762586.519,2073600
 07/26  18:00:00,17.24166667,5.475,526.4166667,26.00887614,0.006170494,0,0,0,0,0,0
 07/26  19:00:00,16.61666667,5.075,396.6666667,25.90030666,0.006081643,0,0,0,0,0,0
 07/26  20:00:00,15.38333333,3.766666667,45,24.12927019,0.006086313,0,0,0,0,0,0
 07/26  21:00:00,14.74166667,1.641666667,0,22.20498767,0.006345613,0,0,0,0,0,0
 07/26  22:00:00,14.46666667,0.891666667,0,20.90292896,0.006588265,0,0,0,0,0,0
 07/26  23:00:00,13.89166667,0.458333333,0,19.7392689,0.006584907,0,0,0,0,0,0
 07/26  24:00:00,12.14166667,0,0,18.28605265,0.006509622,0,0,0,0,0,0
 07/27  01:00:00,10.51666667,0,0,16.74544047,0.006407378,0,0,0,0,0,0
 07/27  02:00:00,9.691666667,0.991666667,0,15.54282007,0.006224294,0,0,0,0,0,0
 07/27  03:00:00,9.108333333,1.7,0,14.51303102,0.006109418,0,0,0,0,0,0
 07/27  04:00:00,8.666666667,1.7,0,13.62084058,0.006072599,0,0,0,0,0,0
 07/27  05:00:00,8.908333333,2.166666667,49.86111111,13.09497049,0.005976573,0,0,0,0,0,0
 07/27  06:00:00,9.841666667,3.783333333,378.9166667,13.9372225,0.006205243,0,0,0,0,0,0
 07/27  07:00:00,11.35,3.766666667,659.0833333,15.78520689,0.006565865,0,0,0,0,0,0
 07/27  08:00:00,13.38333333,3.391666667,803.8333333,23.20519287,0.007676071,245.4924467,160.8651599,140278.2797,432422.9138,579114.5755,3110400
 07/27  09:00:00,15.525,4.241666667,794.9166667,24.00106455,0.008073969,0,337.7878274,1191365.027,0,1216036.179,3110400
 07/27  10:00:00,17.1,5.05,655.8333333,24.00157624,0.007749004,0,579.3105076,2043011.762,0,2085517.828,3110400
 07/27  11:00:00,18.53333333,5.3,726.0833333,24.00184385,0.007452586,0,744.2320632,2624363.516,0,2679235.427,3110400
 07/27  12:00:00,19.725,4.95,797.0833333,24.00200479,0.00742394,0,858.5456705,3027790.718,0,3090764.414,3110400
 07/27  13:00:00,21.09166667,4.7,730,24.00216047,0.007417088,0,1011.460404,3567657.729,0,3641257.454,3110400
 07/27  14:00:00,22.5,4.408333333,669.0833333,24.00230513,0.007439419,0,1264.360818,4460676.602,0,4551698.946,3110400
 07/27  15:00:00,23.11666667,4.841666667,423.5,24.00232345,0.007301956,0,1441.14882,5084460.963,0,5188135.752,3110400
 07/27  16:00:00,23.25833333,4.016666667,383.25,24.00223167,0.006867179,0,1239.808063,4373419.47,0,4463309.027,2073600
 07/27  17:00:00,23.06666667,2.75,362.8333333,24.00221865,0.00675938,0,1226.369777,4325516.49,0,4414931.198,2073600
 07/27  18:00:00,23.19166667,2.5,518.8333333,28.36297112,0.006554599,0,0,0,0,0,0
 07/27  19:00:00,22.29166667,2.033333333,370,28.89109405,0.006812489,0,0,0,0,0,0
 07/27  20:00:00,20.04166667,3.158333333,35.91666667,26.96811182,0.007033849,0,0,0,0,0,0
 07/27  21:00:00,17.775,3.558333333,0,24.62684429,0.006960054,0,0,0,0,0,0
 07/27  22:00:00,16.60833333,2.4,0,22.88565792,0.006825434,0,0,0,0,0,0
 07/27  23:00:00,16.05,1.9,0,21.62545876,0.006661341,0,0,0,0,0,0
 07/27  24:00:00,14.925,2.25,0,20.3274046,0.006475386,0,0,0,0,0,0
 07/28  01:00:00,13.65833333,2.5,0,18.99177925,0.006385516,0,0,0,0,0,0
 07/28  02:00:00,13.08333333,2.5,0,17.94276922,0.006344155,0,0,0,0,0,0
 07/28  03:00:00,12.65,2.5,0,17.07554148,0.006355134,0,0,0,0,0,0
 07/28  04:00:00,12.10833333,2.85,0,16.22551148,0.006320258,0,0,0,0,0,0
 07/28  05:00:00,11.725,2.4,42.91666667,15.53895154,0.00629996,0,0,0,0,0,0
 07/28  06:00:00,12.06666667,1.433333333,316.25,16.00657688,0.006468401,0,0,0,0,0,0
 07/28  07:00:00,13.975,1.916666667,517.5,17.70500533,0.006859304,0,0,0,0,0,0
 07/28  08:00:00,16.325,2.033333333,654.6666667,23.73897529,0.00813316,71.15918952,258.6934336,812026.5582,101224.5045,931296.3611,3110400
 07/28  09:00:00,18.30833333,2.516666667,681.75,24.00167774,0.008487885,0,613.3504177,2164170.576,0,2208061.504,3110400
 07/28  10:00:00,20.55833333,4.033333333,767.8333333,24.0020958,0.008322624,0,948.6306649,3347704.302,0,3415070.394,3110400
 07/28  11:00:00,22.35833333,3.766666667,797.4166667,24.00227941,0.008131232,0,1173.227521,4140781.706,0,4223619.077,3110400
 07/28  12:00:00,23.075,2.75,675.1666667,24.00232868,0.007952755,0,1267.651555,4474072.847,0,4563545.596,3110400
 07/28  13:00:00,23.66666667,3.141666667,459.5833333,24.00234825,0.007673135,0,1358.527534,4794485.492,0,4890699.122,3110400
 07/28  14:00:00,23.88333333,4.591666667,524,24.00233963,0.007420174,0,1474.956937,5204812.985,0,5309844.973,3110400
 07/28  15:00:00,24.09166667,5.3,673,24.00228758,0.007348731,0,1627.734247,5743817.078,0,5859843.288,3110400
 07/28  16:00:00,24.3,5.766666667,519.5833333,24.00226509,0.006938527,0,1454.321775,5131361.204,0,5235558.391,2073600
 07/28  17:00:00,23.65833333,4.991666667,241.75,24.0022433,0.006502722,0,1318.906611,4652082.106,0,4748063.799,2073600
 07/28  18:00:00,22.73333333,3.208333333,126.9166667,27.61978817,0.006367047,0,0,0,0,0,0
 07/28  19:00:00,21.7,2.033333333,98.25,27.39688767,0.006890006,0,0,0,0,0,0
 07/28  20:00:00,20.5,0.708333333,9.833333333,26.07023046,0.007335836,0,0,0,0,0,0
 07/28  21:00:00,19.125,0.991666667,0,24.52773734,0.007427329,0,0,0,0,0,0
 07/28  22:00:00,18.44166667,1.7,0,23.30940146,0.007668451,0,0,0,0,0,0
 07/28  23:00:00,17.81666667,1.35,0,22.31646784,0.007867714,0,0,0,0,0,0
 07/28  24:00:00,16.64166667,1.916666667,0,21.16857294,0.007988014,0,0,0,0,0,0
 07/29  01:00:00,15.98333333,2.5,0,20.18749436,0.008117068,0,0,0,0,0,0
 07/29  02:00:00,16.30833333,2.85,0,19.6763006,0.008274153,0,0,0,0,0,0
 07/29  03:00:00,16.89166667,3.1,0,19.4571319,0.008309045,0,0,0,0,0,0
 07/29  04:00:00,17.1,3.1,0,19.21920953,0.008371291,0,0,0,0,0,0
 07/29  05:00:00,16.98333333,3.1,19.44444444,18.91456408,0.008405717,0,0,0,0,0,0
 07/29  06:00:00,17.13333333,3.1,127.3333333,19.1438932,0.008383527,0,0,0,0,0,0
 07/29  07:00:00,18.05833333,3.741666667,130.8333333,19.88399184,0.008505309,0,0,0,0,0,0
 07/29  08:00:00,19.18333333,5.658333333,170.6666667,20.91933844,0.008773368,0,0,0,0,0,0
 07/29  09:00:00,20.475,6.35,407.9166667,22.57217875,0.009125108,0,0,0,0,0,0
 07/29  10:00:00,21.50833333,5.633333333,327.3333333,24.06002985,0.009385018,0,0,0,0,0,0
 07/29  11:00:00,22.44166667,5.766666667,144.6666667,25.05701484,0.009727712,0,0,0,0,0,0
 07/29  12:00:00,22.9,6.45,50.83333333,25.72821924,0.009965241,0,0,0,0,0,0
 07/29  13:00:00,23.71666667,5.533333333,133.75,26.48613246,0.010141641,0,0,0,0,0,0
 07/29  14:00:00,24.70833333,6.158333333,155.1666667,27.58380345,0.01072053,0,0,0,0,0,0
 07/29  15:00:00,24.76666667,5.45,54.75,27.82511348,0.011298881,0,0,0,0,0,0
 07/29  16:00:00,22.325,1.75,4.416666667,26.23420664,0.012501102,0,0,0,0,0,0
 07/29  17:00:00,21.225,0,0,24.83464143,0.013758345,0,0,0,0,0,0
 07/29  18:00:00,21.54166667,0,0,24.33919818,0.014243031,0,0,0,0,0,0
 07/29  19:00:00,20.45,1.808333333,0,23.32337161,0.013930532,0,0,0,0,0,0
 07/29  20:00:00,19.35,1.933333333,0,22.20497939,0.013441153,0,0,0,0,0,0
 07/29  21:00:00,18.86666667,1.1,0,21.43361099,0.013404696,0,0,0,0,0,0
 07/29  22:00:00,18.58333333,1.45,0,20.84378642,0.01333532,0,0,0,0,0,0
 07/29  23:00:00,18.15,0.708333333,0,20.28196247,0.012921358,0,0,0,0,0,0
 07/29  24:00:00,17.9,0,0,19.79727754,0.012547058,0,0,0,0,0,0
 07/30  01:00:00,18.01666667,0,0,19.53482721,0.012587761,0,0,0,0,0,0
 07/30  02:00:00,18.15833333,1.108333333,0,19.36734008,0.012769257,0,0,0,0,0,0
 07/30  03:00:00,18.2,1.433333333,0,19.21763266,0.012912138,0,0,0,0,0,0
 07/30  04:00:00,18.31666667,1.566666667,0,19.1205138,0.013039963,0,0,0,0,0,0
 07/30  05:00:00,18.45833333,2.25,0,19.07730474,0.013199558,0,0,0,0,0,0
 07/30  06:00:00,18.5,3.491666667,0,19.04195892,0.013124183,0,0,0,0,0,0
 07/30  07:00:00,18.675,2.858333333,0,19.12180264,0.012972313,0,0,0,0,0,0
 07/30  08:00:00,18.975,3.241666667,5.5,19.49392543,0.012740931,0,0,0,0,0,0
 07/30  09:00:00,19.45,4.2,25.91666667,20.2614655,0.012495517,0,0,0,0,0,0
 07/30  10:00:00,19.7,4.841666667,21.66666667,20.88158497,0.012356813,0,0,0,0,0,0
 07/30  11:00:00,19.99166667,6.116666667,82.08333333,21.71533713,0.012122924,0,0,0,0,0,0
 07/30  12:00:00,20.2,6.991666667,128.3333333,22.5693252,0.011776523,0,0,0,0,0,0
 07/30  13:00:00,20.31666667,7.55,153.9166667,23.18527957,0.011403538,0,0,0,0,0,0
 07/30  14:00:00,20.225,7.45,26.33333333,23.59382728,0.010804628,0,0,0,0,0,0
 07/30  15:00:00,19.86666667,6.558333333,20,23.72754049,0.010324819,0,0,0,0,0,0
 07/30  16:00:00,19.93333333,5.808333333,102,24.05510376,0.010133534,0,0,0,0,0,0
 07/30  17:00:00,19.86666667,5.891666667,158.75,24.41785402,0.009637336,0,0,0,0,0,0
 07/30  18:00:00,19,5.633333333,29.41666667,23.74746394,0.009253744,0,0,0,0,0,0
 07/30  19:00:00,18.09166667,4.658333333,34.33333333,22.74572367,0.009049149,0,0,0,0,0,0
 07/30  20:00:00,17.21666667,2.391666667,3.75,21.66454073,0.008720733,0,0,0,0,0,0
 07/30  21:00:00,16.21666667,1.1,0,20.46165751,0.008521521,0,0,0,0,0,0
